M D Y: 11 03 2025
14:31:18:169263 Gateway 0, reading I: USB: Baudrate detected: 115200
15:29:35:461619 Gateway 0, reading I: PPS DETECTED
15:29:36:468910 Gateway 0, reading I: PPS DETECTED
15:29:37:475229 Gateway 0, reading I: PPS DETECTED
15:29:38:481506 Gateway 0, reading I: PPS DETECTED
15:29:39:486901 Gateway 0, reading I: PPS DETECTED
15:29:40:492610 Gateway 0, reading I: PPS DETECTED
15:29:41:497918 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:29:41:497918 Gateway 0, reading I: PPS DETECTED
15:29:41:598744 Gateway 0, reading I: READ FROM NIB
15:29:42:000325 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:29:42:101449 Gateway 0, reading I: READ FROM NIB
15:29:42:502843 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:29:42:503352 Gateway 0, reading I: PPS DETECTED
15:29:42:604276 Gateway 0, reading I: READ FROM NIB
15:29:42:704861 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:29:42:705866 Gateway 0, reading 2d52455455524e444952323446494c38302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:29:42:971109 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:29:42:972101 Gateway 0, reading 2d52455455524e444952333346494c38302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:29:43:477943 Gateway 0, reading I: PPS DETECTED
15:29:43:679167 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:29:43:680216 Gateway 0, reading 52455455524e444952323646494c38302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:29:44:486804 Gateway 0, reading I: PPS DETECTED
15:29:45:489967 Gateway 0, reading I: PPS DETECTED
15:29:46:496028 Gateway 0, reading I: PPS DETECTED
15:29:47:502390 Gateway 0, reading I: PPS DETECTED
15:29:48:507917 Gateway 0, reading I: PPS DETECTED
15:29:49:514307 Gateway 0, reading I: PPS DETECTED
15:29:50:519961 Gateway 0, reading I: PPS DETECTED
15:29:51:527879 Gateway 0, reading I: PPS DETECTED
15:29:52:434181 Gateway 0, reading I: PPS DETECTED
15:29:53:440728 Gateway 0, reading I: PPS DETECTED
15:29:54:447522 Gateway 0, reading I: PPS DETECTED
15:29:55:454671 Gateway 0, reading I: PPS DETECTED
15:29:56:461363 Gateway 0, reading I: PPS DETECTED
15:29:56:882218 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:29:57:469455 Gateway 0, reading I: PPS DETECTED
15:29:57:469455 Gateway 0, reading I: Write NIB - PPS
15:29:58:476124 Gateway 0, reading I: PPS DETECTED
15:29:59:481445 Gateway 0, reading I: PPS DETECTED
15:30:00:489875 Gateway 0, reading I: PPS DETECTED
15:30:01:498124 Gateway 0, reading I: PPS DETECTED
15:30:02:504942 Gateway 0, reading I: PPS DETECTED
15:30:03:511839 Gateway 0, reading I: PPS DETECTED
15:30:04:516588 Gateway 0, reading I: PPS DETECTED
15:30:05:524718 Gateway 0, reading I: PPS DETECTED
15:30:06:431174 Gateway 0, reading I: PPS DETECTED
15:30:07:436265 Gateway 0, reading I: PPS DETECTED
15:30:08:441251 Gateway 0, reading I: PPS DETECTED
15:30:09:446883 Gateway 0, reading I: PPS DETECTED
15:30:10:452029 Gateway 0, reading I: PPS DETECTED
15:30:11:457297 Gateway 0, reading I: PPS DETECTED
15:30:12:462453 Gateway 0, reading I: PPS DETECTED
15:30:13:468856 Gateway 0, reading I: PPS DETECTED
15:30:14:475411 Gateway 0, reading I: PPS DETECTED
15:30:15:481240 Gateway 0, reading I: PPS DETECTED
15:30:16:185476 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:30:16:286367 Gateway 0, reading I: READ FROM NIB
15:30:16:487673 Gateway 0, reading I: PPS DETECTED
15:30:16:687926 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:30:16:789542 Gateway 0, reading I: READ FROM NIB
15:30:16:890474 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:30:16:893532 Gateway 0, reading 2d52455455524e444952323446494c38312d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:30:17:190449 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:30:17:603609 Gateway 0, reading I: READ FROM NIB
15:30:17:604622 Gateway 0, reading I: PPS DETECTED
15:30:17:806696 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:30:17:807696 Gateway 0, reading 2d52455455524e444952333346494c38312d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:30:17:910270 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:30:17:911264 Gateway 0, reading 52455455524e444952323646494c38312d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:30:18:516828 Gateway 0, reading I: PPS DETECTED
15:30:18:901023 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:30:19:523057 Gateway 0, reading I: PPS DETECTED
15:30:19:523057 Gateway 0, reading I: Write NIB - PPS
15:30:20:429629 Gateway 0, reading I: PPS DETECTED
15:30:21:437148 Gateway 0, reading I: PPS DETECTED
15:30:22:442979 Gateway 0, reading I: PPS DETECTED
15:30:23:450456 Gateway 0, reading I: PPS DETECTED
15:30:24:456186 Gateway 0, reading I: PPS DETECTED
15:30:25:462067 Gateway 0, reading I: PPS DETECTED
15:30:26:468109 Gateway 0, reading I: PPS DETECTED
15:30:27:474371 Gateway 0, reading I: PPS DETECTED
15:30:28:482548 Gateway 0, reading I: PPS DETECTED
15:30:29:488201 Gateway 0, reading I: PPS DETECTED
15:30:30:495123 Gateway 0, reading I: PPS DETECTED
15:30:31:501750 Gateway 0, reading I: PPS DETECTED
15:30:32:509213 Gateway 0, reading I: PPS DETECTED
15:30:33:515559 Gateway 0, reading I: PPS DETECTED
15:30:34:519676 Gateway 0, reading I: PPS DETECTED
15:30:35:093150 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:30:35:526647 Gateway 0, reading I: PPS DETECTED
15:30:35:526647 Gateway 0, reading I: Write NIB - PPS
15:30:36:433043 Gateway 0, reading I: PPS DETECTED
15:30:37:441443 Gateway 0, reading I: PPS DETECTED
15:30:38:445987 Gateway 0, reading I: PPS DETECTED
15:30:39:451987 Gateway 0, reading I: PPS DETECTED
15:30:40:459250 Gateway 0, reading I: PPS DETECTED
15:30:41:466040 Gateway 0, reading I: PPS DETECTED
15:30:42:471949 Gateway 0, reading I: PPS DETECTED
15:30:43:478118 Gateway 0, reading I: PPS DETECTED
15:30:44:485007 Gateway 0, reading I: PPS DETECTED
15:30:45:490740 Gateway 0, reading I: PPS DETECTED
15:30:46:495572 Gateway 0, reading I: PPS DETECTED
15:30:47:501030 Gateway 0, reading I: PPS DETECTED
15:30:48:506085 Gateway 0, reading I: PPS DETECTED
15:30:49:511745 Gateway 0, reading I: PPS DETECTED
15:30:50:519457 Gateway 0, reading I: PPS DETECTED
15:30:51:085679 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:30:51:526574 Gateway 0, reading I: PPS DETECTED
15:30:51:527501 Gateway 0, reading I: Write NIB - PPS
15:30:52:433401 Gateway 0, reading I: PPS DETECTED
15:30:53:438982 Gateway 0, reading I: PPS DETECTED
15:30:54:445347 Gateway 0, reading I: PPS DETECTED
15:30:55:451496 Gateway 0, reading I: PPS DETECTED
15:30:56:457667 Gateway 0, reading I: PPS DETECTED
15:30:57:464634 Gateway 0, reading I: PPS DETECTED
15:30:58:471250 Gateway 0, reading I: PPS DETECTED
15:30:59:477772 Gateway 0, reading I: PPS DETECTED
15:31:00:483134 Gateway 0, reading I: PPS DETECTED
15:31:01:489527 Gateway 0, reading I: PPS DETECTED
15:31:02:495555 Gateway 0, reading I: PPS DETECTED
15:31:03:504319 Gateway 0, reading I: PPS DETECTED
15:31:04:511278 Gateway 0, reading I: PPS DETECTED
15:31:05:516428 Gateway 0, reading I: PPS DETECTED
15:31:05:671102 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:31:05:717759 Gateway 0, reading I: READ FROM NIB
15:31:06:174384 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:31:06:222367 Gateway 0, reading I: READ FROM NIB
15:31:06:523711 Gateway 0, reading I: PPS DETECTED
15:31:06:677747 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:31:06:725423 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:31:06:726419 Gateway 0, reading 2d52455455524e444952323446494c38342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:07:169137 Gateway 0, reading I: READ FROM NIB
15:31:07:170132 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:31:07:171132 Gateway 0, reading 2d52455455524e444952333346494c38342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:07:474546 Gateway 0, reading I: PPS DETECTED
15:31:08:478881 Gateway 0, reading I: PPS DETECTED
15:31:08:881056 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:31:08:882055 Gateway 0, reading 52455455524e444952323646494c38342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:09:487785 Gateway 0, reading I: PPS DETECTED
15:31:10:494005 Gateway 0, reading I: PPS DETECTED
15:31:11:198208 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:31:11:498495 Gateway 0, reading I: PPS DETECTED
15:31:11:498495 Gateway 0, reading I: Write NIB - PPS
15:31:12:504151 Gateway 0, reading I: PPS DETECTED
15:31:13:509978 Gateway 0, reading I: PPS DETECTED
15:31:14:515521 Gateway 0, reading I: PPS DETECTED
15:31:15:521985 Gateway 0, reading I: PPS DETECTED
15:31:16:429368 Gateway 0, reading I: PPS DETECTED
15:31:17:434457 Gateway 0, reading I: PPS DETECTED
15:31:18:439296 Gateway 0, reading I: PPS DETECTED
15:31:19:448389 Gateway 0, reading I: PPS DETECTED
15:31:20:454601 Gateway 0, reading I: PPS DETECTED
15:31:21:461582 Gateway 0, reading I: PPS DETECTED
15:31:22:469022 Gateway 0, reading I: PPS DETECTED
15:31:23:474790 Gateway 0, reading I: PPS DETECTED
15:31:24:480316 Gateway 0, reading I: PPS DETECTED
15:31:25:487263 Gateway 0, reading I: PPS DETECTED
15:31:26:493950 Gateway 0, reading I: PPS DETECTED
15:31:27:499471 Gateway 0, reading I: PPS DETECTED
15:31:27:599647 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:31:27:700268 Gateway 0, reading I: READ FROM NIB
15:31:28:103359 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:31:28:203989 Gateway 0, reading I: READ FROM NIB
15:31:28:305133 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:31:28:306150 Gateway 0, reading 2d52455455524e444952323446494c38352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:28:607118 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:31:29:008231 Gateway 0, reading I: PPS DETECTED
15:31:29:009225 Gateway 0, reading I: READ FROM NIB
15:31:29:210412 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:31:29:211426 Gateway 0, reading 2d52455455524e444952333346494c38352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:29:513123 Gateway 0, reading I: PPS DETECTED
15:31:29:916002 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:31:29:917003 Gateway 0, reading 52455455524e444952323646494c38352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:30:521708 Gateway 0, reading I: PPS DETECTED
15:31:31:527881 Gateway 0, reading I: PPS DETECTED
15:31:32:434489 Gateway 0, reading I: PPS DETECTED
15:31:33:441278 Gateway 0, reading I: PPS DETECTED
15:31:34:445570 Gateway 0, reading I: PPS DETECTED
15:31:35:450948 Gateway 0, reading I: PPS DETECTED
15:31:36:456477 Gateway 0, reading I: PPS DETECTED
15:31:37:462771 Gateway 0, reading I: PPS DETECTED
15:31:38:468170 Gateway 0, reading I: PPS DETECTED
15:31:38:562102 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:31:38:570377 Gateway 0, reading I: READ FROM NIB
15:31:39:064250 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:31:39:073275 Gateway 0, reading I: READ FROM NIB
15:31:39:476161 Gateway 0, reading I: PPS DETECTED
15:31:39:568552 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:31:39:577502 Gateway 0, reading I: READ FROM NIB
15:31:39:779754 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:31:39:780774 Gateway 0, reading 2d52455455524e444952323446494c38352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:40:010052 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:31:40:011052 Gateway 0, reading 2d52455455524e444952333346494c38352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:40:514575 Gateway 0, reading I: PPS DETECTED
15:31:41:320013 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:31:41:321015 Gateway 0, reading 52455455524e444952323646494c38352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:31:41:523641 Gateway 0, reading I: PPS DETECTED
15:31:42:428863 Gateway 0, reading I: PPS DETECTED
15:31:42:887248 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:31:43:436200 Gateway 0, reading I: PPS DETECTED
15:31:43:436200 Gateway 0, reading I: Write NIB - PPS
15:31:44:444219 Gateway 0, reading I: PPS DETECTED
15:31:45:450442 Gateway 0, reading I: PPS DETECTED
15:31:46:455643 Gateway 0, reading I: PPS DETECTED
15:31:47:462402 Gateway 0, reading I: PPS DETECTED
15:31:48:468542 Gateway 0, reading I: PPS DETECTED
15:31:49:475219 Gateway 0, reading I: PPS DETECTED
15:31:50:482751 Gateway 0, reading I: PPS DETECTED
15:31:51:490486 Gateway 0, reading I: PPS DETECTED
15:31:52:496257 Gateway 0, reading I: PPS DETECTED
15:31:53:502138 Gateway 0, reading I: PPS DETECTED
15:31:54:507976 Gateway 0, reading I: PPS DETECTED
15:31:55:514762 Gateway 0, reading I: PPS DETECTED
15:31:56:521900 Gateway 0, reading I: PPS DETECTED
15:31:57:526952 Gateway 0, reading I: PPS DETECTED
15:31:58:433045 Gateway 0, reading I: PPS DETECTED
15:31:59:440483 Gateway 0, reading I: PPS DETECTED
15:31:59:874518 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:32:00:447183 Gateway 0, reading I: PPS DETECTED
15:32:00:448183 Gateway 0, reading I: Write NIB - PPS
15:32:01:453951 Gateway 0, reading I: PPS DETECTED
15:32:02:459871 Gateway 0, reading I: PPS DETECTED
15:32:03:466750 Gateway 0, reading I: PPS DETECTED
15:32:04:472505 Gateway 0, reading I: PPS DETECTED
15:32:05:480711 Gateway 0, reading I: PPS DETECTED
15:32:06:486410 Gateway 0, reading I: PPS DETECTED
15:32:07:493937 Gateway 0, reading I: PPS DETECTED
15:32:08:502672 Gateway 0, reading I: PPS DETECTED
15:32:09:509774 Gateway 0, reading I: PPS DETECTED
15:32:10:516554 Gateway 0, reading I: PPS DETECTED
15:32:11:520685 Gateway 0, reading I: PPS DETECTED
15:32:12:525301 Gateway 0, reading I: PPS DETECTED
15:32:13:432115 Gateway 0, reading I: PPS DETECTED
15:32:14:439619 Gateway 0, reading I: PPS DETECTED
15:32:15:444965 Gateway 0, reading I: PPS DETECTED
15:32:16:452154 Gateway 0, reading I: PPS DETECTED
15:32:17:265087 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:32:17:458305 Gateway 0, reading I: PPS DETECTED
15:32:17:458305 Gateway 0, reading I: Write NIB - PPS
15:32:18:465417 Gateway 0, reading I: PPS DETECTED
15:32:19:470816 Gateway 0, reading I: PPS DETECTED
15:32:20:479046 Gateway 0, reading I: PPS DETECTED
15:32:21:486864 Gateway 0, reading I: PPS DETECTED
15:32:22:494266 Gateway 0, reading I: PPS DETECTED
15:32:23:499539 Gateway 0, reading I: PPS DETECTED
15:32:24:505035 Gateway 0, reading I: PPS DETECTED
15:32:25:510873 Gateway 0, reading I: PPS DETECTED
15:32:26:517024 Gateway 0, reading I: PPS DETECTED
15:32:27:522221 Gateway 0, reading I: PPS DETECTED
15:32:28:427816 Gateway 0, reading I: PPS DETECTED
15:32:29:433002 Gateway 0, reading I: PPS DETECTED
15:32:30:438656 Gateway 0, reading I: PPS DETECTED
15:32:31:445764 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:32:31:445764 Gateway 0, reading I: PPS DETECTED
15:32:31:547198 Gateway 0, reading I: READ FROM NIB
15:32:31:948610 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:32:32:051620 Gateway 0, reading I: READ FROM NIB
15:32:32:351110 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:32:32:454776 Gateway 0, reading I: READ FROM NIB
15:32:32:454776 Gateway 0, reading I: PPS DETECTED
15:32:32:556644 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:32:32:557581 Gateway 0, reading 2d52455455524e444952323446494c38382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:32:32:850689 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:32:32:851689 Gateway 0, reading 2d52455455524e444952333346494c38382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:32:33:457779 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:I: PPS DETECTED
15:32:33:457779 Gateway 0, reading 
15:32:33:458778 Gateway 0, reading 52455455524e444952323646494c38382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:32:34:466018 Gateway 0, reading I: PPS DETECTED
15:32:35:471649 Gateway 0, reading I: PPS DETECTED
15:32:36:478448 Gateway 0, reading I: PPS DETECTED
15:32:37:484769 Gateway 0, reading I: PPS DETECTED
15:32:38:493286 Gateway 0, reading I: PPS DETECTED
15:32:39:499631 Gateway 0, reading I: PPS DETECTED
15:32:40:498739 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:32:40:506731 Gateway 0, reading I: PPS DETECTED
15:32:40:506731 Gateway 0, reading I: READ FROM NIB
15:32:41:001485 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:32:41:011762 Gateway 0, reading I: READ FROM NIB
15:32:41:504884 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:32:41:514817 Gateway 0, reading I: PPS DETECTED
15:32:41:515811 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:32:41:515811 Gateway 0, reading 2d52455455524e444952323446494c38382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:32:41:935480 Gateway 0, reading I: READ FROM NIB
15:32:41:936488 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:32:41:937489 Gateway 0, reading 2d52455455524e444952333346494c38382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:32:42:442107 Gateway 0, reading I: PPS DETECTED
15:32:43:045959 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:32:43:046955 Gateway 0, reading 52455455524e444952323646494c38382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:32:43:450078 Gateway 0, reading I: PPS DETECTED
15:32:44:456382 Gateway 0, reading I: PPS DETECTED
15:32:45:123532 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:32:45:463581 Gateway 0, reading I: PPS DETECTED
15:32:45:463581 Gateway 0, reading I: Write NIB - PPS
15:32:46:471237 Gateway 0, reading I: PPS DETECTED
15:32:47:477795 Gateway 0, reading I: PPS DETECTED
15:32:48:483774 Gateway 0, reading I: PPS DETECTED
15:32:49:491824 Gateway 0, reading I: PPS DETECTED
15:32:50:497520 Gateway 0, reading I: PPS DETECTED
15:32:51:502629 Gateway 0, reading I: PPS DETECTED
15:32:52:508789 Gateway 0, reading I: PPS DETECTED
15:32:53:515802 Gateway 0, reading I: PPS DETECTED
15:32:54:521506 Gateway 0, reading I: PPS DETECTED
15:32:55:428625 Gateway 0, reading I: PPS DETECTED
15:32:56:433426 Gateway 0, reading I: PPS DETECTED
15:32:57:438668 Gateway 0, reading I: PPS DETECTED
15:32:58:445700 Gateway 0, reading I: PPS DETECTED
15:32:59:451295 Gateway 0, reading I: PPS DETECTED
15:33:00:457176 Gateway 0, reading I: PPS DETECTED
15:33:01:463834 Gateway 0, reading I: PPS DETECTED
15:33:02:468916 Gateway 0, reading I: PPS DETECTED
15:33:03:475080 Gateway 0, reading I: PPS DETECTED
15:33:04:483444 Gateway 0, reading I: PPS DETECTED
15:33:05:488242 Gateway 0, reading I: PPS DETECTED
15:33:06:137442 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:33:06:493343 Gateway 0, reading I: PPS DETECTED
15:33:06:493343 Gateway 0, reading I: Write NIB - PPS
15:33:07:498969 Gateway 0, reading I: PPS DETECTED
15:33:08:505039 Gateway 0, reading I: PPS DETECTED
15:33:09:511494 Gateway 0, reading I: PPS DETECTED
15:33:10:518558 Gateway 0, reading I: PPS DETECTED
15:33:11:522839 Gateway 0, reading I: PPS DETECTED
15:33:12:428533 Gateway 0, reading I: PPS DETECTED
15:33:13:434005 Gateway 0, reading I: PPS DETECTED
15:33:14:440433 Gateway 0, reading I: PPS DETECTED
15:33:15:447890 Gateway 0, reading I: PPS DETECTED
15:33:16:454409 Gateway 0, reading I: PPS DETECTED
15:33:17:460689 Gateway 0, reading I: PPS DETECTED
15:33:18:467626 Gateway 0, reading I: PPS DETECTED
15:33:19:476034 Gateway 0, reading I: PPS DETECTED
15:33:20:021724 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:33:20:079677 Gateway 0, reading I: READ FROM NIB
15:33:20:482799 Gateway 0, reading I: PPS DETECTED
15:33:20:526085 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:33:20:583591 Gateway 0, reading I: READ FROM NIB
15:33:21:030314 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:33:21:088389 Gateway 0, reading I: READ FROM NIB
15:33:21:089383 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:33:21:091383 Gateway 0, reading 2d52455455524e444952323446494c39302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:33:21:520976 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:33:21:521975 Gateway 0, reading 2d52455455524e444952333346494c39302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:33:21:522995 Gateway 0, reading I: PPS DETECTED
15:33:22:026393 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:33:22:030657 Gateway 0, reading 52455455524e444952323646494c39302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:33:22:433976 Gateway 0, reading I: PPS DETECTED
15:33:23:440642 Gateway 0, reading I: PPS DETECTED
15:33:24:447527 Gateway 0, reading I: PPS DETECTED
15:33:25:453535 Gateway 0, reading I: PPS DETECTED
15:33:26:459499 Gateway 0, reading I: PPS DETECTED
15:33:27:464655 Gateway 0, reading I: PPS DETECTED
15:33:28:470193 Gateway 0, reading I: PPS DETECTED
15:33:29:478031 Gateway 0, reading I: PPS DETECTED
15:33:30:484947 Gateway 0, reading I: PPS DETECTED
15:33:31:492427 Gateway 0, reading I: PPS DETECTED
15:33:32:499277 Gateway 0, reading I: PPS DETECTED
15:33:33:504614 Gateway 0, reading I: PPS DETECTED
15:33:34:510508 Gateway 0, reading I: PPS DETECTED
15:33:35:517004 Gateway 0, reading I: PPS DETECTED
15:33:36:524482 Gateway 0, reading I: PPS DETECTED
15:33:37:429761 Gateway 0, reading I: PPS DETECTED
15:33:38:436371 Gateway 0, reading I: PPS DETECTED
15:33:39:441900 Gateway 0, reading I: PPS DETECTED
15:33:40:448741 Gateway 0, reading I: PPS DETECTED
15:33:41:453491 Gateway 0, reading I: PPS DETECTED
15:33:42:458249 Gateway 0, reading I: PPS DETECTED
15:33:43:465038 Gateway 0, reading I: PPS DETECTED
15:33:44:469823 Gateway 0, reading I: PPS DETECTED
15:33:45:473469 Gateway 0, reading I: PPS DETECTED
15:33:46:478316 Gateway 0, reading I: PPS DETECTED
15:33:47:483989 Gateway 0, reading I: PPS DETECTED
15:33:48:488758 Gateway 0, reading I: PPS DETECTED
15:33:49:493786 Gateway 0, reading I: PPS DETECTED
15:33:50:498491 Gateway 0, reading I: PPS DETECTED
15:33:51:504210 Gateway 0, reading I: PPS DETECTED
15:33:52:510528 Gateway 0, reading I: PPS DETECTED
15:33:53:516864 Gateway 0, reading I: PPS DETECTED
15:33:54:522283 Gateway 0, reading I: PPS DETECTED
15:33:55:427553 Gateway 0, reading I: PPS DETECTED
15:33:56:434331 Gateway 0, reading I: PPS DETECTED
15:33:57:439189 Gateway 0, reading I: PPS DETECTED
15:33:58:445643 Gateway 0, reading I: PPS DETECTED
15:33:59:450727 Gateway 0, reading I: PPS DETECTED
15:34:00:457888 Gateway 0, reading I: PPS DETECTED
15:34:01:464705 Gateway 0, reading I: PPS DETECTED
15:34:02:470442 Gateway 0, reading I: PPS DETECTED
15:34:03:477275 Gateway 0, reading I: PPS DETECTED
15:34:04:483353 Gateway 0, reading I: PPS DETECTED
15:34:05:490087 Gateway 0, reading I: PPS DETECTED
15:34:06:495347 Gateway 0, reading I: PPS DETECTED
15:34:07:500540 Gateway 0, reading I: PPS DETECTED
15:34:08:506216 Gateway 0, reading I: PPS DETECTED
15:34:09:513477 Gateway 0, reading I: PPS DETECTED
15:34:10:520278 Gateway 0, reading I: PPS DETECTED
15:34:11:525486 Gateway 0, reading I: PPS DETECTED
15:34:12:430796 Gateway 0, reading I: PPS DETECTED
15:34:13:447187 Gateway 0, reading I: PPS DETECTED
15:34:14:454422 Gateway 0, reading I: PPS DETECTED
15:34:15:461873 Gateway 0, reading I: PPS DETECTED
15:34:16:469367 Gateway 0, reading I: PPS DETECTED
15:34:17:473709 Gateway 0, reading I: PPS DETECTED
15:34:18:478564 Gateway 0, reading I: PPS DETECTED
15:34:19:484157 Gateway 0, reading I: PPS DETECTED
15:34:20:492153 Gateway 0, reading I: PPS DETECTED
15:34:21:497490 Gateway 0, reading I: PPS DETECTED
15:34:22:504096 Gateway 0, reading I: PPS DETECTED
15:34:23:510948 Gateway 0, reading I: PPS DETECTED
15:34:24:519036 Gateway 0, reading I: PPS DETECTED
15:34:25:526446 Gateway 0, reading I: PPS DETECTED
15:34:26:432520 Gateway 0, reading I: PPS DETECTED
15:34:27:440103 Gateway 0, reading I: PPS DETECTED
15:34:28:446112 Gateway 0, reading I: PPS DETECTED
15:34:29:452348 Gateway 0, reading I: PPS DETECTED
15:34:30:458588 Gateway 0, reading I: PPS DETECTED
15:34:31:465220 Gateway 0, reading I: PPS DETECTED
15:34:32:471052 Gateway 0, reading I: PPS DETECTED
15:34:33:477230 Gateway 0, reading I: PPS DETECTED
15:34:34:483460 Gateway 0, reading I: PPS DETECTED
15:34:35:488511 Gateway 0, reading I: PPS DETECTED
15:34:36:495353 Gateway 0, reading I: PPS DETECTED
15:34:37:501256 Gateway 0, reading I: PPS DETECTED
15:34:38:505417 Gateway 0, reading I: PPS DETECTED
